sample_id,situation,selected_low,dimension_coverage,bleu_first_person,bleu_third_person_mean_reference,bleu_third_person_best_reference,bleu_mean_reference_uplift,bleu_best_reference_uplift,rouge-1_first_person,rouge-1_third_person_mean_reference,rouge-1_third_person_best_reference,rouge-1_mean_reference_uplift,rouge-1_best_reference_uplift,rouge-2_first_person,rouge-2_third_person_mean_reference,rouge-2_third_person_best_reference,rouge-2_mean_reference_uplift,rouge-2_best_reference_uplift,rouge-l_first_person,rouge-l_third_person_mean_reference,rouge-l_third_person_best_reference,rouge-l_mean_reference_uplift,rouge-l_best_reference_uplift,bertscore_first_person,bertscore_third_person_mean_reference,bertscore_third_person_best_reference,bertscore_mean_reference_uplift,bertscore_best_reference_uplift
55d51a6b8ce09000127d4821_20260228_162502_69a314f1,"Someone I had been close with and talking to often just stopped responding to me. I really wanted them to reply or at least have someone around to keep me company and help me feel like I'm not inferior. I started to accept the situation, even though it still doesn't feel good. I realized that if someone doesn't want to talk to me anymore, there's no point in pursuing it. This person had been someone I talked to for a long time and had helped me through some stressful situations, so it was important to me.",False,1.0,0.0,0.015142325992312014,0.05927723061251763,0.015142325992312014,0.05927723061251763,0.2825333415447585,0.26747642458607007,0.39753464925878723,-0.015056916958688438,0.11500130771402872,0.07227729659018836,0.06809808537531149,0.1405600931708463,-0.004179211214876868,0.06828279658065795,0.2214980908512867,0.18927947690902408,0.25726002392669056,-0.03221861394226261,0.03576193307540387,0.8895660281181336,0.8885167717933655,0.9022312045097352,-0.0010492563247680442,0.012665176391601585
57fa9d61bd8a970001fde2c6_20260301_180805_69a47e3e,"My friend was talking about the anniversary of the death of her husband, who was also my friend. It was nice to recall good memories rather than dwelling on their actual death. There was a slight feeling of sadness that they were no longer here, but it was also uplifting to reminisce and share our feelings. It was important to me that my friend felt comfortable talking about it with me.",True,1.0,0.0,0.008913570755995904,0.04456785377997953,0.008913570755995904,0.04456785377997953,0.17387079492342652,0.21740214501292324,0.2698828951159739,0.04353135008949671,0.09601210019254738,0.03333333333333333,0.0396420482818828,0.0886930721655751,0.006308714948549468,0.05535973883224176,0.13583639688902846,0.15693617789410266,0.20659738964164856,0.021099781005074203,0.0707609927526201,0.8769168972969055,0.8766692447662352,0.8897838950157165,-0.0002476525306702726,0.012866997718811057
59fc8a30087f2e0001ead66d_20260303_162019_69a70805,"I recently received a letter from the hospital, and I was shocked because it used words like 'urgent.' I only read the letter online and didn't get my physical copy, which made me panic. I needed an explanation because it was quite scary. The whole situation left me feeling disregarded and unimportant. It was important for me to express my emotions and upset, so I found the right person to speak to. They conducted investigations for me and then explained everything in a phone call.",False,1.0,0.02548545523709242,0.0,0.0,-0.02548545523709242,-0.02548545523709242,0.3019963646491225,0.23016612652923393,0.31987459258595646,-0.07183023811988856,0.017878227936833968,0.07672128541141765,0.05250178573947788,0.0955536048255004,-0.024219499671939773,0.018832319414082754,0.20498990982289192,0.16265307622450162,0.22875316671908016,-0.0423368335983903,0.023763256896188245,0.8877003908157348,0.8802929115295411,0.8941734194755554,-0.0074074792861936745,0.006473028659820579
5a764e848fe2dc000105739c_20260301_143615_69a44b6b,"I met up with some old friends from my past at a beerex and spent the evening chatting about the past and what we are doing today. We all got something positive from the evening and decided we would like to repeat it the following year. I felt rather good because not only did we all enjoy ourselves, I felt particularly good knowing I contributed in the past to their being friends today. I also had my brother there and my best friend who also knew these people, and they also enjoyed the evening.",True,1.0,0.0,0.004998722045679242,0.015153742348516833,0.004998722045679242,0.015153742348516833,0.2003746193777876,0.22412874286389223,0.31214385614385615,0.023754123486104617,0.11176923676606854,0.020000000000000004,0.04238636829476149,0.10194408547465166,0.022386368294761483,0.08194408547465165,0.1334915673454297,0.17345182783134896,0.2374039294039294,0.039960260485919274,0.10391236205849971,0.8745151996612549,0.8846682882308959,0.8999792814254761,0.010153088569641033,0.025464081764221214
5a8367b9190420000155ec2a_20260301_201036_69a49ba2,"I was awarded a promotion that I had put a lot of effort into achieving. I had been unsure whether I would get the promotion, so I was trying to secure it by impressing my boss and senior management. When I finally got the promotion, it left me feeling shocked, surprised, proud, and grateful. It reassured me that I was capable of achieving something which I previously had doubts about.",False,1.0,0.05948334368047903,0.006117725183194591,0.030588625915972955,-0.05336561849728444,-0.028894717764506073,0.4405006964979594,0.28483868339603735,0.417324354399294,-0.15566201310192207,-0.023176342098665426,0.1204821991268618,0.060719144950517244,0.13058779721594646,-0.05976305417634455,0.010105598089084664,0.31045469894393696,0.20168857738088355,0.30326524105577185,-0.1087661215630534,-0.007189457888165107,0.8968124389648438,0.8908507990837098,0.9063310623168945,-0.005961639881133962,0.009518623352050781
5a9dac22f053610001721635_20260308_165256_69ada61f,"I work with children who have Special Educational Needs and Disabilities (SEND), and this week was particularly draining because I was very tired due to lack of sleep. I was trying to get the kids to focus, but I was struggling myself because of how exhausted I felt. The whole situation was stressful, and I really wanted to leave work, but I knew they would be short-staffed if I did.",False,1.0,0.05012407188158137,0.007467028349735697,0.03733514174867848,-0.04265704353184567,-0.012788930132902887,0.28454971695250236,0.20243585340770723,0.33776650928316754,-0.08211386354479513,0.053216792330665175,0.1534333235989265,0.04564647384030966,0.10444223130416833,-0.10778684975861684,-0.048991092294758176,0.23157620883617303,0.14575923233753335,0.2281615557079611,-0.08581697649863967,-0.003414653128211931,0.8913703918457031,0.8748379492759705,0.886467695236206,-0.01653244256973263,-0.004902696609497048
5aa04de4dbdb470001ef1dd5_20260220_224347_6998e1c7,"This week has been really tough for me. A close family member suddenly became seriously ill and was taken into the hospital, even though they were okay just a few days before. I was trying to get to them as quickly as I could, but I was working away from home, which made it difficult. Not being able to reach them as fast as I wanted left me feeling really upset. On top of that, it was important for me to get back to help their children during this time.",False,1.0,0.04489298089524781,0.002629978923582156,0.013149894617910779,-0.04226300197166566,-0.03174308627733703,0.2314873203173511,0.1379210491872348,0.24912106383072802,-0.09356627113011629,0.01763374351337693,0.08800415081286753,0.03641061677450586,0.09107768444279092,-0.051593534038361664,0.0030735336299233945,0.18331414307661947,0.10764729563568846,0.17766931571910471,-0.07566684744093101,-0.005644827357514759,0.8864527344703674,0.8710576033592223,0.8903353691101075,-0.0153951311111451,0.0038826346397400346
5abbe13268b65b00018cf94b_20260227_172233_69a1d127,"I passed my final probation at work, which means I'm now an early career teacher and can move up the pay scale. This whole experience has left me feeling proud and relieved. It was really important to me to maintain my high standards throughout the probation period, and the pay rise is also a significant factor for me. Teaching is my passion, and I find immense joy in inspiring and educating my students. Being able to continue doing what I love while advancing in my career is incredibly fulfilling.",True,1.0,0.026500448625233052,0.01119013317657445,0.05595066588287225,-0.015310315448658603,0.0294502172576392,0.20243226178848853,0.19473787491530922,0.2941740677738654,-0.007694386873179304,0.09174180598537687,0.07522213718935031,0.05864289599665183,0.13982456140350874,-0.016579241192698477,0.06460242421415843,0.15172817709858538,0.14436031232739577,0.23732111397502323,-0.007367864771189614,0.08559293687643785,0.8773610115051269,0.8776043128967285,0.8932217240333558,0.00024330139160155806,0.01586071252822885
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,"My daughter was accepted back into high school this week after being homeschooled for approximately six months. We tried to get her into the school of her choice because she was missing the social aspect of friends and sports, and we finally received our offer this week. I was elated and nervous for her, with my emotions being up and down. It was definitely what she wants.",True,1.0,0.0,0.0,0.0,0.0,0.0,0.1474902665468703,0.1907410568958649,0.2617802287085774,0.043250790348994594,0.11428996216170711,0.009302325581395347,0.05310054659439756,0.09354171754171754,0.04379822101300221,0.0842393919603222,0.1069991015274034,0.15069334966548614,0.21003710022481487,0.043694248138082745,0.10303799869741147,0.8659278392791748,0.878865339756012,0.8912657499313354,0.012937500476837172,0.025337910652160622
5b9ca13a06114100010699b8_20260221_211806_699a1e71,"I went to the doctor with my daughter because she's struggling to eat a variety of food. I was hoping the doctor would give us some advice or refer us to a specialist for eating disorders, so we could get some expert help. Instead, the doctor told her she needed to try harder and said if she didn't, she wouldn't have a partner, have kids, or a job. Even after I expressed my concern that she might have an eating disorder, he dismissed it. I was very angry and felt hopeless. I also worried about my daughter and how it might have affected her listening to what the doctor said. I hoped that after going to the doctor, my daughter would feel as though she had been listened to and that there was hope for her to improve, but she was left feeling deflated.",False,1.0,0.01894777085794841,0.014280617523961255,0.038751952348223984,-0.004667153333987154,0.019804181490275574,0.29685995312356,0.25566354459550056,0.3398777534309768,-0.04119640852805945,0.04301780030741681,0.07440339705445279,0.07961838055224527,0.12361573212367309,0.00521498349779248,0.049212335069220306,0.20302507473320044,0.1850202323239783,0.2382270593256509,-0.01800484240922215,0.03520198459245044,0.8901143550872803,0.8820657444000244,0.9009395599365234,-0.00804861068725593,0.010825204849243097
