sample_id,dimension,annotator_id,third_person_reference,bleu,rouge-1,rouge-2,rouge-l,bertscore
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,relevance,5cd9cdd636e33f00194cb6d6,"This event mattered a lot to me as we are talking about my dad's health where time matters, and the doctor didn’t even have the decency to call us to discuss the next steps and instead let us to overthink everything on our own.",0.0,0.16470588235294117,0.0,0.11764705882352941,0.8533791303634644
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,relevance,631755de69157e27c295a340,This really mattered to me as I should be informed by doctors with this specific update as it's very important; the call should have been made no matter what.,0.0,0.14492753623188406,0.0,0.11594202898550725,0.8463530540466309
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,relevance,63e53d570132a56f38a678ee,"It was very upsetting. Not just because of waiting for the news, but because the issue is timely.",0.0,0.17543859649122806,0.03636363636363636,0.10526315789473684,0.872319221496582
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,relevance,672bb2f4838ef2ebdebe51c2,This event is of utmost importance to me because the person in question is my father and it will be emotionally draining for me as a person. I would try my best to be with him to the very end and remind him that he is a warrior and will always be my hero.,0.0,0.15053763440860213,0.0,0.10752688172043011,0.8478246331214905
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,relevance,67e0870d582edce0a2764d1f,This matters to me because it relates to my dad's health and the future of our family. It also matters a lot because it is time sensitive.,0.0,0.1791044776119403,0.0,0.11940298507462686,0.8643484115600586
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,congruence,5cd9cdd636e33f00194cb6d6,It hurt me so much because these are people we’re supposed to trust and they didn’t have the urgency to want to call us despite it being as serious as cancer.,0.0,0.2033898305084746,0.03508771929824561,0.2033898305084746,0.8666579723358154
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,congruence,631755de69157e27c295a340,It was important as I should know about my dad's updated results as it's a serious matter; this situation hurt me emotionally.,0.0,0.24000000000000002,0.0,0.12000000000000001,0.8762320280075073
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,congruence,63e53d570132a56f38a678ee,It hurt me because I am loosing time.,0.0,0.23529411764705882,0.0625,0.23529411764705882,0.8821138143539429
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,congruence,672bb2f4838ef2ebdebe51c2,"It will hurt me in the sense that I feel what he is going through and on the other side, it will also prepare my mind that anything can happen to anybody at anytime.",0.0,0.20000000000000004,0.0,0.20000000000000004,0.8599724769592285
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,congruence,67e0870d582edce0a2764d1f,The situation hurt me because I did not receive any communication about the way forward. All I know is that the results are not good and that's it. I am now more anxious and more confused and I only wish the call comes through.,0.0,0.19718309859154928,0.028985507246376812,0.1408450704225352,0.8681992292404175
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,accountability,5cd9cdd636e33f00194cb6d6,The cancer is out of our control but the doctor had the responsibility to phone us and talk to us about the results so they are responsible for not doing this.,0.0,0.2153846153846154,0.03174603174603175,0.15384615384615385,0.8698837757110596
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,accountability,631755de69157e27c295a340,I feel the doctor was most responsible for not calling me.,0.0,0.22222222222222224,0.0930232558139535,0.22222222222222224,0.8945810794830322
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,accountability,63e53d570132a56f38a678ee,The doctor.,0.0,0.1111111111111111,0.05882352941176471,0.1111111111111111,0.8762116432189941
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,accountability,672bb2f4838ef2ebdebe51c2,I can not really apportion blames here as no one is really at fault.,0.0,0.0,0.0,0.0,0.8431504368782043
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,accountability,67e0870d582edce0a2764d1f,"No one is responsible for the health situation, but the failure of the doctor to make the call as agreed sort of creates responsibility over my anxiety.",0.0,0.29508196721311475,0.03389830508474576,0.19672131147540983,0.8716144561767578
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,control,5cd9cdd636e33f00194cb6d6,"No, as we are not medical professionals so I was waiting on the doctor to call us so they are in total control over this.",0.0,0.1923076923076923,0.0,0.15384615384615383,0.8682461977005005
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,control,631755de69157e27c295a340,"No, as I was told to wait for a call so I can't do much else.",0.0,0.27272727272727276,0.09523809523809525,0.22727272727272727,0.8787772059440613
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,control,63e53d570132a56f38a678ee,Not at all. I was waiting for someone to respond.,0.0,0.21621621621621623,0.05714285714285715,0.21621621621621623,0.8687776327133179
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,control,672bb2f4838ef2ebdebe51c2,I did not feel in control at all.,0.0,0.05714285714285714,0.0,0.05714285714285714,0.8811984062194824
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,control,67e0870d582edce0a2764d1f,I was not in any control because there was nothing I could do until the call comes. The doctor has all power in this situation.,0.0,0.07692307692307691,0.0,0.07692307692307691,0.8702264428138733
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,certainty,5cd9cdd636e33f00194cb6d6,Things went unexpectedly as the phone call never came,0.0,0.163265306122449,0.0,0.163265306122449,0.86575847864151
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,certainty,631755de69157e27c295a340,"No, it didn't go as expected as there was no call update for a serious update about my dad's cancer.",0.0,0.3225806451612903,0.13333333333333333,0.2903225806451613,0.8981016278266907
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,certainty,63e53d570132a56f38a678ee,No. I expected to have the information to help make a more informed decision.,0.0,0.18518518518518517,0.0,0.14814814814814817,0.8643240928649902
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,certainty,672bb2f4838ef2ebdebe51c2,It did not go as expected but I am expected to be with him to the very end.,0.09961757329676682,0.3103448275862069,0.14285714285714282,0.24137931034482757,0.8874778747558594
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,certainty,67e0870d582edce0a2764d1f,"I expected some good news, or at the very least timely communication about the way forward, but I got none.",0.0,0.2,0.0,0.16666666666666666,0.8702790141105652
648a30a2847ab1c5fa5785f8_20260309_203417_69af2ada,relevance,5bd1f39314315c0001cf917a,It made me feel sad and angry that the ponys and the children had to suffer and having to pay for the damage.,0.0,0.23529411764705882,0.0,0.1568627450980392,0.8790114521980286
648a30a2847ab1c5fa5785f8_20260309_203417_69af2ada,relevance,5cf5497696cde00015bc3ce7,"It matters a lot, it is a traumatic event and very sad.",0.0,0.1,0.0,0.1,0.8830934166908264
648a30a2847ab1c5fa5785f8_20260309_203417_69af2ada,relevance,5e35373e1ddb124e6c306747,The event is really sad. I care a lot about the wellbeing of the animals but I also know the long term effects and how it will affect the young people we support. We will have a lot of people we cannot help and a lot of people missing their usual riding time. I just hope we can get back to a place where the ponies are happy and healthy and can start helping the children again.,0.0,0.11428571428571428,0.0,0.09523809523809523,0.869255006313324
648a30a2847ab1c5fa5785f8_20260309_203417_69af2ada,relevance,6151e479b4ee16668948c7f2,I would feel very sorry for ponies who got hurt and for disabled children who will miss fun and learning experience with ponies.,0.0,0.1568627450980392,0.0,0.11764705882352941,0.8725504279136658
648a30a2847ab1c5fa5785f8_20260309_203417_69af2ada,relevance,6769cb4f6aa7227a05a25d3f,"It mattered a lot. I care deeply about the ponies and the children we support, so seeing both affected by this was really upsetting. The charity means a great deal to me. It hard not to feel it personally.",0.0,0.29850746268656714,0.06153846153846154,0.208955223880597,0.8882602453231812
