sample_id,situation,dimension,prediction,first_person_reference,third_person_reference_count,bleu_first,bleu_third_mean,bleu_third_best,bleu_third_median,bleu_mean_uplift,bleu_best_uplift,rouge-1_first,rouge-1_third_mean,rouge-1_third_best,rouge-1_third_median,rouge-1_mean_uplift,rouge-1_best_uplift,rouge-2_first,rouge-2_third_mean,rouge-2_third_best,rouge-2_third_median,rouge-2_mean_uplift,rouge-2_best_uplift,rouge-l_first,rouge-l_third_mean,rouge-l_third_best,rouge-l_third_median,rouge-l_mean_uplift,rouge-l_best_uplift,bertscore_first,bertscore_third_mean,bertscore_third_best,bertscore_third_median,bertscore_mean_uplift,bertscore_best_uplift
648a30a2847ab1c5fa5785f8_20260309_203417_69af2ada,"I volunteer at a pony charity that helps young people with learning disabilities experience riding. Recently, someone cut the fences, and the ponies escaped. We managed to retrieve them, but they had puncture wounds and were clearly traumatized. Now, the ponies need time to rest and heal, which means the children are missing out on this valuable experience. We have to cover the vet bills and repair the fences, so we've all come together to help the ponies recover and fix the damage. It's really sad to see the ponies and the children affected like this, but I'm relieved it wasn't worse, like a car accident involving the loose ponies.",accountability,"I feel the vandalism was most responsible. The fence cutter's actions caused the escape, the injuries, and the heartbreaking disruption for both the ponies and the children.",Person or persons unknown.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15822065615543876,0.30769230769230765,0.13043478260869565,0.15822065615543876,0.30769230769230765,0.0,0.03162162162162162,0.10810810810810811,0.0,0.03162162162162162,0.10810810810810811,0.0,0.138440436375219,0.25641025641025644,0.13043478260869565,0.138440436375219,0.25641025641025644,0.8321461081504822,0.8730314612388611,0.8811894059181213,0.8789938688278198,0.04088535308837893,0.04904329776763916
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,"My daughter was accepted back into high school this week after being homeschooled for approximately six months. We tried to get her into the school of her choice because she was missing the social aspect of friends and sports, and we finally received our offer this week. I was elated and nervous for her, with my emotions being up and down. It was definitely what she wants.",certainty,"Yes, it went exactly as I hoped. The unexpected part was how quickly my relief turned to overwhelming pride. Seeing her smile confirmed we made the right choice.",So far yes.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.14041485908930235,0.2608695652173913,0.15,0.07589873005704428,0.19635343618513323,0.0,0.025806451612903226,0.12903225806451613,0.0,0.025806451612903226,0.12903225806451613,0.06451612903225806,0.12302355474147626,0.24242424242424243,0.15,0.0585074257092182,0.17790811339198437,0.8417003750801086,0.8790109992027283,0.9181982278823853,0.8732300400733948,0.03731062412261965,0.07649785280227661
6631dd70c1393b01137d8453_20260228_163013_69a31305,"I was informed that I had received a promotion at work, which meant I would be working my last week at the store I was currently at. I was trying to improve my standing in the organization with this promotion, and I needed positive reinforcement from my employees and peers. Overall, I felt positive about the promotion, but it was also bittersweet because I had grown close to a lot of the employees at my old location, and I will miss them. It was important to me to receive validation from my former employees that they enjoyed working with me and felt I did a good job.",accountability,"I felt my own hard work and dedication were most responsible. My efforts earned this promotion, yet my genuine care for the team made this transition so bittersweet.","Myself, my employees, my peers, my supervisors.",5,0.0,0.0,0.0,0.0,0.0,0.0,0.17142857142857143,0.18124284905876556,0.24390243902439027,0.208955223880597,0.00981427763019413,0.07247386759581884,0.0,0.012307692307692308,0.06153846153846154,0.0,0.012307692307692308,0.06153846153846154,0.17142857142857143,0.14768092892968124,0.24390243902439027,0.12903225806451613,-0.023747642498890192,0.07247386759581884,0.8487029075622559,0.8844987273216247,0.8909968137741089,0.8893072605133057,0.03579581975936885,0.04229390621185303
64a80dd34fd0539ee3761e6a_20260226_161245_69a06ec1,"I visited my daughter's house and saw the grandkids. We hugged, and I noticed how quickly they are growing up. I wanted to spend time with my family and feel connected, and I also wanted to see the kids and catch up. I felt happy and a little sad at the same time, which I don't know why. I also felt content and a bit aware of how fast time is passing. I don't take these moments for granted. I want to be present when I'm with them.",control,"No, I wasn't in control. Time slipped away too fast, leaving me overwhelmed by the bittersweet reality of watching my grandchildren grow while trying to hold onto every precious moment.","I did not feel any way really, in control or not.",5,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.22483971111003873,0.3137254901960784,0.21739130434782605,0.08198256825289588,0.17086834733893558,0.05,0.04519535086761978,0.058823529411764705,0.04166666666666667,-0.004804649132380226,0.008823529411764702,0.14285714285714285,0.1937631295340121,0.21739130434782605,0.19607843137254902,0.05090598667686924,0.0745341614906832,0.8459424376487732,0.8801895260810852,0.890173077583313,0.8801130652427673,0.034247088432312056,0.044230639934539795
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,"One of my roommates ate my food, and this time it was my entire box of Quaker oatmeal. I wanted to take that particular food to work because it's easy to just heat up and go. I was upset and ended up being hangry since I didn't have money to buy food. I have a lot of roommates, and I was frustrated because they could have just asked for some instead of stealing.",control,"No, I felt completely out of control. My food was gone, my budget was tight, and my anger left me powerless against my roommates' thoughtless actions.",No because they stole it likely when I wasn’t home so idk which one didn’t.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0930232558139535,0.16933655979028034,0.2631578947368421,0.1724137931034483,0.07631330397632684,0.1701346389228886,0.0,0.030939752481980144,0.05555555555555555,0.046511627906976744,0.030939752481980144,0.05555555555555555,0.0930232558139535,0.14665456745311553,0.2631578947368421,0.13333333333333333,0.05363131163916203,0.1701346389228886,0.8446373343467712,0.8778313755989074,0.9072485566139221,0.8694907426834106,0.03319404125213621,0.06261122226715088
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,"My dad has prostate cancer and recently had his yearly blood test. The results came back, and unfortunately, his condition had worsened. He was supposed to receive a phone call from his doctor on a specific day to discuss the results, but the call never came. I was really worried about what would happen next and was hoping for some clarity and communication from the doctor regarding my dad's condition. The situation left me feeling annoyed and still worrying, which could have been avoided if the doctor had called as planned. Since it's cancer, time is always crucial. The quicker they act, the better the chances of it being able to be helped.",accountability,"The doctor's silence feels most responsible. Their failure to call on the agreed day left me in agonizing uncertainty, wasting precious time when every moment with my dad's cancer matters so much.",I am not sure it might have been the Doctor or his office.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0851063829787234,0.16875998318621271,0.29508196721311475,0.2153846153846154,0.08365360020748931,0.20997558423439133,0.04444444444444444,0.04349822441129915,0.0930232558139535,0.03389830508474576,-0.0009462200331452897,0.04857881136950906,0.0851063829787234,0.1367801597309794,0.22222222222222224,0.15384615384615385,0.051673776752256,0.13711583924349885,0.8411230444908142,0.8710882782936096,0.8945810794830322,0.8716144561767578,0.029965233802795366,0.05345803499221802
5a764e848fe2dc000105739c_20260301_143615_69a44b6b,"I met up with some old friends from my past at a beerex and spent the evening chatting about the past and what we are doing today. We all got something positive from the evening and decided we would like to repeat it the following year. I felt rather good because not only did we all enjoy ourselves, I felt particularly good knowing I contributed in the past to their being friends today. I also had my brother there and my best friend who also knew these people, and they also enjoyed the evening.",certainty,"Yes, everything unfolded exactly as I hoped. The laughter, the shared memories, and seeing my brother and best friend enjoy themselves were perfect. Knowing I helped build these bonds made the evening even more meaningful than I anticipated.",Originally we had to sit at a table near the live music but this was not conducive to conversation so we eventually moved to the quiet room and after that we converse with no loud music in the background.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.1038961038961039,0.12577544646917924,0.23076923076923078,0.13559322033898305,0.021879342573075333,0.12687312687312688,0.0,0.015017543859649124,0.04,0.0,0.015017543859649124,0.04,0.1038961038961039,0.11130347775992237,0.1923076923076923,0.1016949152542373,0.00740737386381847,0.08841158841158839,0.8510509729385376,0.8799889206886291,0.8897435665130615,0.8807840347290039,0.02893794775009151,0.038692593574523926
62f18c2d37a5f255f351b61d_20260301_155946_69a45f74,"My father died, and it was a moment that brought up a lot of emotions for me. We had a very complicated relationship over the years, and I found myself wanting answers that nobody could really give me—not even him. Sometimes, I felt almost void of anything, and then there would be a rush of sadness or a rush of joy. What mattered most to me was that at the end of his life, I forgave him, and we had the relationship that we deserved.",control,"No, I wasn't in control. The emotions crashed over me like waves, leaving me feeling void one moment and overwhelmed the next. Only in forgiving him did I find peace.","I was in control of me, for the most part. I was given a warm and loving home and raised by my mom's mom and her brother and sister.",5,0.0,0.0,0.0,0.0,0.0,0.0,0.22950819672131148,0.19945601875009727,0.24390243902439024,0.21875,-0.030052177971214206,0.014394242303078758,0.03389830508474576,0.04410989625234363,0.10256410256410256,0.0392156862745098,0.010211591167597865,0.0686657974793568,0.19672131147540983,0.18695601875009726,0.24390243902439024,0.17777777777777778,-0.009765292725312569,0.047181127548980406,0.8511875867843628,0.8774874210357666,0.8836877346038818,0.8766257166862488,0.02629983425140381,0.03250014781951904
67a5c743b431ff0a1160ed28_20260227_152718_69a1b6be,"My mum is buying things for my sister, and not for me, because I earn more money. I just want to be treated fairly. I don't see why she should get money because she has two kids, and then still get to buy luxuries, whilst I have to save for my things. It leaves me feeling like I am expected to be more independent, and I don't matter because I don't have children. I just don't think I'm being treated fairly.",relevance,It mattered deeply. Seeing her buy luxuries for my sister while I save hurts. I feel unvalued and unfairly treated just because I don't have children yet.,"It happened a couple of days ago, and it doesn't matter to me too much. I still have a better life, but it annoys me still.",5,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.2366668566651467,0.27450980392156865,0.23255813953488372,0.05484867484696487,0.09269162210338683,0.0,0.07053354401708009,0.0975609756097561,0.08163265306122448,0.07053354401708009,0.0975609756097561,0.14545454545454545,0.15641187870497036,0.23529411764705882,0.13953488372093023,0.010957333250424917,0.08983957219251337,0.8605185747146606,0.8844942212104797,0.9018074870109558,0.8796745538711548,0.02397564649581907,0.041288912296295166
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,"My dad has prostate cancer and recently had his yearly blood test. The results came back, and unfortunately, his condition had worsened. He was supposed to receive a phone call from his doctor on a specific day to discuss the results, but the call never came. I was really worried about what would happen next and was hoping for some clarity and communication from the doctor regarding my dad's condition. The situation left me feeling annoyed and still worrying, which could have been avoided if the doctor had called as planned. Since it's cancer, time is always crucial. The quicker they act, the better the chances of it being able to be helped.",certainty,"No, things did not go as expected. The doctor's silence was the shock. I waited for that call to bring clarity, but instead, I was left in anxious limbo, fearing every passing minute while my dad's condition worsened.",Finally someone phoned back and apologised and said it should never have happened but that the Dr was away for nearly the whole month so my Dad has to wait until the end of the month now before he goes for an appointment at the hospital.,5,0.0,0.019923514659353363,0.09961757329676682,0.0,0.019923514659353363,0.09961757329676682,0.20930232558139536,0.23627519281102627,0.3225806451612903,0.2,0.02697286722963091,0.11327831957989495,0.023809523809523808,0.05523809523809523,0.14285714285714282,0.0,0.031428571428571424,0.11904761904761901,0.11627906976744186,0.20195640238545054,0.2903225806451613,0.16666666666666666,0.08567733261800868,0.17404351087771947,0.8564549088478088,0.877188217639923,0.8981016278266907,0.8702790141105652,0.020733308792114213,0.041646718978881836
